,E,M,N,spike,nsp1,nsp10,nsp11,nsp12,nsp13,nsp14,nsp15,nsp2,nsp4,nsp5,nsp5_C145A,nsp6,nsp7,nsp8,nsp9,orf10,orf3a,orf3b,orf6,orf7a,orf8,orf9b,orf9c,SARS,IBV,MERS,CoV-229E,CoV-NL63,MHV
Glycine,0.679316461,0.90065378,0.850477934,0.811845005,0.321566075,0.670017064,0.628578842,0.170590952,-0.921031058,0.804074168,0.679529071,0.584270656,0.901535571,0.679038584,0.951081574,0.472427428,0.791879058,1.174264908,-0.07155662,0.959807336,0.622972071,0.571024716,0.181215599,0.573827147,0.5628438,0.33023414,0.785042465,0.800689042,0.843615055,0.495681554,0.623063147,0.679378986,0.672800601
5-Hydroxy-N-Propargyl-1(R)-Aminoindan,0.188938484,-0.162903875,0.461829513,1.050599098,0.481402904,0.286562711,1.067786813,0.411479712,0.744842291,0.759395063,0.489675343,0.475600988,0.258847743,0.444894999,0.592249393,0.506109715,0.052656617,1.070224762,0.179594949,0.759146273,-0.1196106,0.217207953,0.222962648,0.410660356,0.780137599,1.164253235,0.319928497,0.799865186,0.916340947,1.254723072,0.934046865,0.627117455,0.545897543
Eslicarbazepine,0.353666961,0.86521101,0.568252087,0.335833073,0.509377539,0.824766994,0.864736915,0.658069968,0.977751136,0.410101205,-0.044074271,0.782070577,0.942616105,0.46860975,0.392001867,0.916270733,0.001450057,-0.182105109,0.170445144,-0.215131119,0.584505379,0.042203359,0.467762977,0.838591158,0.396116853,0.049220368,0.687504351,0.798982799,0.562068343,0.762486935,0.325457007,0.061970789,1.088400841
Umifenovir,1.15220964,1.888846278,1.59753418,1.172026634,0.711594403,1.645769715,1.257561803,1.287855983,0.67663306,1.523249269,0.870655358,1.494381666,1.34228611,1.348056078,0.869947731,1.016800165,0.797113478,0.801069677,0.788993955,0.81091398,1.67224741,1.37690866,1.290506363,1.118945718,1.154279709,0.072601646,1.445360065,0.798543811,1.179540634,1.207906485,0.83635956,0.479652971,1.254740477
Lurasidone,1.223970056,0.95921278,1.385217905,1.295571685,1.352759361,0.724474847,1.173003912,1.108439803,1.251022458,0.913775682,0.971677542,1.46323657,1.087240577,1.144159675,1.210967064,1.636031747,0.625271618,0.556052446,0.9083516,1.327769041,0.648127675,0.63628602,1.070818067,1.173126698,1.232765675,0.915022075,1.012050748,0.798435092,0.878712952,1.063818812,1.508889079,0.857094347,0.949678481
Clidinium,0.423158735,0.25826323,-0.048600204,0.718407154,0.290954292,0.034078605,0.393779486,-0.285030603,-0.275859654,0.007965851,-0.353247434,0.337045014,0.683235943,0.700661898,1.014934778,1.070686102,-0.040626895,-0.101961829,-0.027482606,0.303823829,-0.056995619,-0.137894109,-0.059993763,1.225407958,0.221865103,-0.69887352,0.622078896,0.798165262,0.282519788,0.248020843,0.620832682,0.916742504,1.096132994
Trimethaphan,1.033065319,0.480701417,0.753800213,1.124008417,1.036935568,0.438923836,0.665270269,0.72800678,-0.344096065,0.536754072,0.663869858,0.985393584,0.748608291,1.076290488,1.435949206,1.107373834,0.884009004,0.81611222,0.589958012,0.99169445,0.481630206,0.634063661,0.540734112,0.623973668,0.840459883,0.520856082,0.923706293,0.797422886,0.690226495,0.72887969,1.209207177,1.371170521,0.644348323
Flupirtine,0.491618127,0.957720935,0.598829746,0.739379048,0.717299104,0.781683266,0.764981568,0.530221879,-0.174650669,0.776706696,0.528164566,0.765958905,0.95396173,0.919905424,0.886399567,0.898586333,0.559402883,0.151482925,0.355406702,0.501441479,0.811956704,0.685677528,0.667295456,0.705549181,0.779242754,0.134452388,1.029166102,0.797135353,0.194021657,0.27478388,0.4827618,0.768262386,0.751675546
Human C1-esterase inhibitor,0.822520554,0.188245624,0.434412807,0.135204852,0.455157876,0.60809207,0.201112092,0.523587644,0.949455082,-0.124658197,-0.38904801,0.451903641,0.86157769,0.533238113,0.469376326,0.926266849,0.198342621,-0.191419363,0.32793653,-0.097910635,0.319573581,-0.160527721,0.395823121,1.267306209,0.035537764,-0.294171602,0.11993745,0.797065437,0.646560848,0.897387564,0.719958901,0.680778801,0.879506052
(3r)-1-Acetyl-3-Methylpiperidine,0.189991876,0.273099303,0.654394209,-0.025276676,-0.088114187,0.686929047,0.122652747,0.105882093,-0.810510755,0.233308539,0.058819085,-0.039284125,0.194420591,0.116037451,-0.094707996,-0.152755022,0.634266853,0.678253829,-0.187754154,-0.175887018,0.158427402,0.181955546,-0.106722385,-0.180419683,0.311662436,0.242342219,0.228056505,0.79684943,1.222063303,0.479908764,0.159402639,0.23974289,0.343859851
Talbutal,-0.164631113,0.190648049,-0.323460013,0.054671086,0.190873846,-0.235810205,-0.126284763,-0.365264565,-0.542985559,-0.343843848,-0.774496853,0.232740298,0.46339488,0.279294252,0.472723007,1.044581771,-0.515320063,-0.948891819,-0.632246852,-0.512023449,-0.17397134,-0.522933304,-0.416180938,0.649299562,0.034032959,-1.306870937,0.62581563,0.796825469,-0.3178415,-0.333822578,-0.163957193,0.286077946,0.614559948
Guselkumab,0.373758227,0.967685997,0.403959394,0.151021451,0.360774308,0.837939501,0.539409578,0.183730915,0.668996513,0.537089109,0.374919087,0.298672825,0.63846302,0.540273428,0.031775042,0.503957987,0.361218721,-0.046557888,0.449135125,-0.173572183,0.419021398,0.338840514,0.65481627,0.888470948,0.639831066,0.385286331,0.468144238,0.796727955,0.486396551,0.31553629,0.212105498,0.222900644,0.915433466
Methysergide,0.860609829,0.588712275,0.857505381,1.411271691,1.456290603,0.551169574,1.132400632,0.875273228,0.032507218,0.782257736,1.282153249,0.977527201,1.009852052,1.027669787,1.55236268,1.038561702,1.302675247,1.007101655,1.144689798,1.251790762,0.772163987,1.054193616,1.082504869,0.495650679,1.280529141,1.018689752,1.170563459,0.796700239,0.784270227,0.765288353,1.412189126,1.672528267,0.488163918
Netupitant,0.682357967,1.266220212,0.945611,0.094808139,0.623319566,0.843808711,0.554032266,0.647053599,0.84384048,0.201108187,-0.013180112,0.952317655,1.163640618,0.604774237,0.598339319,0.950618923,0.433416545,-0.27232039,0.340452611,-0.245833591,0.750618756,0.197691962,0.648753405,1.130722761,0.65831387,-0.003808525,0.907467484,0.796625257,0.721479952,0.38684994,0.29095909,0.239511281,1.246897936
Choline alfoscerate,-0.060224436,0.44355163,0.348142117,0.438945562,0.141536713,0.239001721,0.891600251,-0.046833161,0.654726505,0.339803249,0.148894474,0.160416409,0.696882069,0.208786637,0.378039241,0.369440854,-0.082503252,0.180888608,0.25936079,0.149448752,0.218973503,0.150040656,0.315118074,0.973945081,0.369601458,0.325810522,0.394951254,0.795785487,0.908507228,0.529047132,0.401359677,0.434567094,1.093282461
Sarafloxacin,0.687227309,0.750884175,0.711791098,0.870894134,0.656855762,0.946377456,0.897370279,0.794048488,0.067625478,0.847371042,0.537346005,0.721351802,0.904658735,0.967981517,0.71064496,0.915308237,0.431705028,0.679988921,0.443207115,0.378499418,0.778698266,0.721720159,0.698329985,0.906340599,0.661544263,0.203500628,0.774490893,0.795519352,0.755811274,0.774184406,0.689413726,0.775843322,0.782276273
"4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",0.671223998,0.311774939,1.132728815,0.368773848,0.588653386,0.494602114,0.666229129,0.879983425,1.117713928,0.510443509,0.734825015,0.460755885,0.307028502,0.666548669,0.431845695,0.492907375,0.585844576,0.981300175,0.512235284,0.512183666,0.292571992,0.574554443,0.374537051,0.679585397,0.875700295,1.618536592,0.319264084,0.795298457,1.114124894,0.482946843,0.56253475,0.660053849,0.579475045
Ceforanide,0.779155552,0.91429323,0.488524288,1.008831143,1.134076834,0.802085221,0.665115535,1.006972194,-0.276305974,1.495093226,1.079404593,1.133808613,0.67288053,1.428829312,0.75835216,1.511058092,0.424034834,0.350237221,0.813319325,0.977292836,0.898161829,1.2932266,0.846674323,0.938353002,1.336416602,0.591255605,1.10149467,0.794902444,-0.093565568,0.327573836,0.657480657,0.911377847,0.403153151
Alvocidib,0.491632223,1.021688938,0.6806826,-0.368376017,0.609624743,0.63957417,0.162004992,0.602273703,0.868013084,0.461204231,0.35128361,0.630682826,0.78916651,0.271367013,-0.149544135,0.869467318,0.066877499,-0.444859952,0.430615693,-0.159891561,0.840767324,0.243915483,0.5127635,0.966042221,0.34015274,0.124770977,0.480052084,0.794833481,0.423400611,0.129713342,-0.177624211,-0.25557971,0.778079033
"6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE",0.250510007,-0.266973734,0.317792773,0.17290011,0.462289929,0.331586242,0.09918946,0.343079567,-0.506077528,0.173065796,0.560074508,-0.091913342,-0.057881642,0.250946134,0.214040652,0.043610509,0.763886154,0.895068944,0.154200688,0.162480101,-0.015238906,0.308088213,0.024282787,-0.309453577,0.521430612,0.925090432,0.188612685,0.79412955,0.66565907,0.082080252,0.351351082,0.81033653,-0.256710917
Cloprednol,0.614565074,0.691437542,0.719354033,0.499378681,0.629497528,0.903681576,0.859412253,0.63933897,0.646104455,0.493644863,0.199317247,0.737064064,0.85334444,0.610961199,0.508749843,0.863978028,0.342798024,0.226009622,0.30482325,0.094755821,0.488553435,0.187763408,0.538135052,0.750517905,0.506249964,0.274356365,0.596237242,0.793592274,0.711060703,0.893161178,0.594490469,0.390510589,0.98534888
Zinc Substituted Heme C,0.865617692,1.207399487,0.774488389,0.523289442,0.607988119,1.1246171,0.51236552,0.748456061,-0.242871046,0.911855698,0.566374898,0.660375476,0.935424447,1.141132236,0.465893209,1.206527591,0.399089783,0.160279408,0.292577237,0.246500745,0.932111263,0.734452367,0.663577259,1.199457765,0.558863103,-0.032283057,0.793945789,0.793271005,0.345903933,-0.039482106,0.401855856,0.496967018,0.618899226
Axitinib,1.247606993,1.366387367,1.335122108,0.482984602,1.40712738,1.1552459,0.792629182,1.324527144,0.873653233,0.745906293,0.778586268,1.320407629,1.126484275,0.962834656,0.771834135,1.31037271,0.828444958,0.020285999,0.902938902,0.48599264,1.199632764,0.688166618,1.093554616,0.850856543,0.977452338,0.762375712,1.085936427,0.792901397,0.627743125,0.509234488,0.790843546,0.503887713,0.8317343
Alpha-1-proteinase inhibitor,0.888761044,0.938181877,0.175062537,0.646737456,0.427310348,0.920279562,0.615600765,-0.249398127,-0.668943405,0.862296224,0.724152148,0.335933536,0.798106849,0.720154464,0.51178062,0.406077653,1.053744435,0.661194324,0.721715629,0.771386027,0.573950469,0.775963426,0.751578987,1.19631052,0.881586194,0.149959743,0.720785141,0.79244417,0.794883251,0.343384773,0.756417036,0.979889691,0.753937721
Mianserin,0.883316815,0.872166038,0.826497793,1.497064948,1.171498418,0.735855401,1.378815889,1.029703975,0.855704606,0.94768697,0.821019709,1.229687095,1.062201262,1.120305777,1.422644258,1.308260322,0.737601936,0.828652799,0.859025955,0.988925993,0.667423904,0.75579524,0.998178899,1.025284171,1.083833456,0.67204684,1.159239292,0.792358577,0.817778707,1.073382616,1.297685385,1.109094024,1.059952736
Ranolazine,1.196075439,1.214531064,0.944821715,1.146761537,1.111222148,0.667110682,0.733148515,0.747323632,0.02867431,0.915284395,0.961947799,1.261920333,1.151797056,1.314056993,1.513421893,1.143846035,1.22347486,0.762662113,0.936924279,1.120221496,0.962777913,1.273931384,0.986967027,0.935557246,1.316342592,0.17221874,1.510519505,0.792227507,0.703353345,0.677922666,1.108659029,1.466404676,0.863602936
Bilastine,0.001641916,0.432526171,0.031210152,0.22002545,-0.173371777,0.143456981,0.254293382,-0.321294427,-0.084633097,0.075375095,-0.531455457,0.248237774,0.600608766,0.070801266,0.179433465,0.261371166,-0.07287515,0.021943035,-0.324018002,-0.354321361,0.026463958,-0.224366277,-0.114071682,0.573644519,0.174077645,-0.858160496,0.439749509,0.792090654,0.678159177,1.088406682,0.259034336,0.214502186,0.96717757
Tropicamide,0.326916188,0.439747006,0.101927102,0.549572706,0.258807689,0.145407394,0.226657763,-0.19535166,-1.313420296,-0.081829302,-0.406627983,0.233595431,0.812191904,0.508467555,1.014127851,0.730098844,0.410630375,-0.067749865,-0.301852971,0.03931934,0.181733862,-0.059202548,-0.197032169,0.571210504,0.165590718,-1.031190753,0.832866073,0.791839063,0.440520197,0.20380643,0.387314469,0.84792012,0.838151813
gamma-Hydroxybutyric acid,-0.046337474,0.59878993,0.202924222,0.143810928,0.366804242,0.198169649,0.282462567,0.175679699,0.085451953,0.352729023,-0.144095317,0.48144877,0.519394994,0.659628987,0.093733512,1.208498955,-0.476531237,-0.585764885,-0.478500873,-0.209488273,0.045600414,-0.103150927,-0.121397614,0.887086809,0.545965254,-0.15369384,0.51536715,0.791793644,-0.334637791,0.066883944,-0.147313535,-0.004165624,0.569946826
Pazufloxacin,0.690336943,0.797968984,0.711412549,0.863206625,0.665079892,0.963148117,0.944900751,0.748590529,-0.017527517,0.889988422,0.607680976,0.714966834,0.931213617,0.902248919,0.705661654,0.869099259,0.48780784,0.696542203,0.470617115,0.437653482,0.784603238,0.721827328,0.70536834,0.873201489,0.632088244,0.251989335,0.768667996,0.79172188,0.812555194,0.777948141,0.69524014,0.748044372,0.817409813
Sodium aurothiomalate,1.736116529,1.823826075,1.749335885,1.536058187,1.534335136,1.560601354,1.617225289,1.914498091,2.576029301,1.660332918,1.738113523,1.848269224,1.389344692,1.986727953,1.478899479,1.674197793,1.217622757,1.191177368,1.845149755,1.680546045,1.742980003,1.94370985,2.13432622,2.010182619,1.76848352,1.546393752,1.491423011,0.790934503,0.546818495,0.717787623,1.367777824,1.240196586,1.218427062
Uric acid,1.221250296,1.002902985,1.691383123,0.845189989,1.110850215,0.960686386,1.077689648,1.537209153,0.748040617,0.859054387,1.216932178,1.18209672,1.069249392,1.142038226,1.187796235,0.965956211,1.111222386,1.310027719,0.849693358,1.041219592,1.14477253,1.04688859,0.919814467,0.933670402,1.009024739,1.738672018,0.866435826,0.790908635,1.172496438,0.586418927,0.979930997,0.990579247,0.785599053
Travoprost,-0.121809095,-0.514421463,0.059576135,1.230466723,0.922504425,0.18238005,0.371717185,-0.310431898,-1.977465749,0.388947755,1.338483453,-0.352206826,-0.25816977,0.401215672,0.900708079,-0.313105077,1.37690556,1.690279961,0.534220517,0.765117764,-0.436728418,0.603045523,0.475038141,-1.214735985,1.402330875,2.014985561,0.457748443,0.790497065,0.565156996,0.230814144,1.358555675,1.938174129,-0.858654439
Pirenzepine,0.459103733,0.390170127,0.091514438,1.036943793,0.61037004,0.091829859,0.712324977,0.117837474,-0.154443428,0.367362022,0.143756285,0.618477941,0.758318901,0.70478183,1.227433085,0.994525194,0.395805329,0.339765936,0.159046248,0.628649473,0.118039869,0.198251545,0.151027307,0.817467332,0.523572028,-0.322806448,0.884917021,0.789826214,0.268145949,0.59693253,0.802960217,0.964502037,0.906575024
Mibefradil,0.625742853,0.345133334,0.89519459,0.278066963,1.017301679,0.480532259,0.068504177,0.853692114,-0.680419564,0.038481243,0.294263005,0.699058712,0.49654898,0.564571261,0.771113634,0.782619715,0.817965865,0.229377285,0.248371735,0.156852216,0.404864877,0.209832072,0.336472869,-0.204250768,0.704946041,0.706895471,0.733352304,0.789617658,0.654750109,0.26131618,0.696504772,0.808304369,0.139429614
Armodafinil,1.933246374,1.935539007,1.602923751,1.69385159,1.815441251,1.508397818,1.703018069,1.791777015,2.387399435,1.826345086,1.661342621,2.250136375,1.663167477,1.780078411,1.48437953,2.040899277,0.993914664,0.783311427,1.8262012,2.012102127,1.829557419,1.671687603,2.097611904,2.05128336,1.629341602,0.838141441,1.665345907,0.788761377,0.63256371,1.250687361,1.599006176,0.958604395,1.374458313
Ammonium chloride,1.136751056,0.889415026,0.756975949,0.54095,0.757999659,1.049526691,0.135957763,0.099280901,-1.669274926,0.416864693,0.284453094,0.666412652,0.971041381,0.757506847,0.936318517,0.872512877,1.177171826,0.039741177,-0.099548563,0.785035014,0.677627027,0.155137286,0.296780765,0.267615557,0.304769933,-0.460169405,0.82405144,0.788615048,0.119843684,-0.015889296,0.677414834,0.696495891,0.455902845
Phthalic Acid,-0.415961713,-0.095228478,-0.095966324,-0.275658518,-0.460798085,0.29113248,-0.057403259,-0.045378979,-1.12764442,0.162125155,-0.483042181,-0.166849226,0.093400426,-0.571832716,-0.220966935,-0.475756079,-0.136372134,0.371262521,-0.946607351,-0.417666346,-0.002142309,-0.506299376,-0.775205016,-0.536998451,-0.335207939,-0.197923005,-0.068396531,0.78850174,0.647078454,0.643895984,-0.571388364,-0.446268439,0.347521484
9-aminocamptothecin,0.834949791,1.381499648,0.955357373,0.052557305,0.476571262,0.960349679,0.506259501,0.510495067,0.397056937,0.349487185,0.195443034,0.856887937,1.1212641,0.453629822,0.512053668,0.598828852,0.79834497,0.039591566,0.377907544,-0.036854044,0.879437864,0.32372728,0.564746499,0.821481228,0.515359163,-0.054764286,0.851440609,0.788224459,0.897280276,0.484029382,0.291260511,0.242716238,1.163123369
Dexibuprofen,1.090339899,1.277074099,1.170771122,0.917349935,1.205336094,1.254702568,1.069604993,1.42450738,0.494246125,0.957424641,0.690610886,1.291607261,1.191404581,1.212325335,1.064125896,1.279152036,0.74024421,0.412157834,0.685327828,0.571955085,1.173676491,0.80581522,1.02575922,0.957899451,0.95422852,0.670988083,1.100013494,0.787505209,0.52977562,0.742447853,0.772050679,0.701235175,0.926987767
Trospium,0.442532539,0.549965203,0.013791709,1.009780169,0.433952391,0.17206195,0.725234568,-0.085823819,-0.38107729,0.238840774,-0.091188058,0.396233886,0.901796281,0.720958471,1.22353828,0.889640093,0.47436741,0.217860341,0.079680875,0.26760602,0.082222067,0.211753204,0.167489022,1.008533001,0.625735462,-0.670239329,0.986457109,0.787413538,0.475312889,0.557272196,0.696964681,1.145757556,1.063141465
Cilostazol,1.140630126,1.447824478,0.945830941,0.923958719,1.124553204,0.918728173,0.783961475,1.104275107,0.470643848,0.894316256,0.826331556,1.14842701,1.17653501,1.506737709,1.298646569,1.32275784,1.035053134,0.466676652,0.762886584,0.591859996,1.126916766,1.219045281,1.043065906,1.357052088,1.353270054,0.465520352,1.429004669,0.787303269,0.231225029,0.243703485,0.636657536,1.177843094,0.963431299
Dexchlorpheniramine maleate,0.766685486,0.916463017,0.242318735,1.212576747,0.077236786,0.893728316,1.166145205,0.206816912,1.58680439,0.608321667,0.017867003,0.578730106,1.076900482,0.793532252,0.950075269,0.588317275,0.559184968,0.832829297,0.797087431,0.506345809,0.586297989,0.480029643,1.010184407,1.885331035,0.570014298,-0.543828011,0.770323634,0.787219346,1.068921447,1.307953358,1.1229285,0.877738118,1.75411725
Pentosan polysulfate,0.993044198,1.059715271,-0.153806433,1.297317266,1.319980502,0.820587158,0.988809049,0.68991214,0.625431001,1.468657732,1.609259486,0.915280998,0.88616997,1.448684096,1.041184306,1.261979818,1.09063673,0.527394295,1.552025318,1.236976147,0.909257412,1.597822785,1.565734863,1.356991649,1.462110877,0.64836514,1.142118812,0.787037611,-0.279650241,0.247455612,1.052939773,1.517491698,0.482617438
Lutropin alfa,0.676092267,0.269919366,-0.172718853,0.680166423,0.8019104,0.611159861,0.790900528,0.761328459,1.707649708,0.333708405,0.384278089,0.645066142,1.153991699,0.040375978,0.8512609,0.347133249,1.075703263,0.306619942,1.544026017,0.938077688,1.130779743,0.575018823,1.198873162,0.652802885,0.183782756,-0.312483728,0.624173701,0.786507547,0.656194031,1.793928742,1.041535139,1.176327944,1.082845926
